genome n_contigs pass.GUNC
cobinning_long_C05M3HR_subsam_contigs.fasta_bin.16 108 TRUE
cobinning_long_C05M3HR_subsam_contigs.fasta_bin.5 102 TRUE
cobinning_long_C05M3HR_subsam_contigs.fasta_bin.7 304 TRUE
cobinning_long_C05M4CD_subsam_contigs.fasta_bin.3 463 FALSE
cobinning_long_C05M4HR_subsam_contigs.fasta_bin.25 84 TRUE
cobinning_long_C05M4OP_subsam_contigs.fasta_bin.17 162 TRUE
cobinning_long_C05M5CD_subsam_contigs.fasta_bin.1 37 TRUE
cobinning_long_C05M5CD_subsam_contigs.fasta_bin.25 74 TRUE
cobinning_long_C05M5CR_subsam_contigs.fasta_bin.12 206 TRUE
cobinning_long_C05M5CR_subsam_contigs.fasta_bin.31 45 TRUE
cobinning_long_C05M5CR_subsam_contigs.fasta_bin.7 51 TRUE
cobinning_long_C05M5OP_subsam_contigs.fasta_bin.23 40 TRUE
cobinning_long_C06M1CD_subsam_contigs.fasta_bin.10 269 TRUE
cobinning_long_C06M1HR_subsam_contigs.fasta_bin.2 130 TRUE
cobinning_long_C06M1OP_subsam_contigs.fasta_bin.18 875 TRUE
cobinning_long_C06M2CD_subsam_contigs.fasta_bin.16 11 TRUE
cobinning_long_C06M2CD_subsam_contigs.fasta_bin.21 118 TRUE
cobinning_long_C06M2CR_subsam_contigs.fasta_bin.21 96 TRUE
cobinning_long_C06M2HR_subsam_contigs.fasta_bin.16 101 TRUE
cobinning_long_C06M2OP_subsam_contigs.fasta_bin.13 597 TRUE
cobinning_long_C06M3HT_subsam_contigs.fasta_bin.6 48 TRUE
cobinning_long_C06M3OP_subsam_contigs.fasta_bin.4 51 TRUE
cobinning_long_C06M3OP_subsam_contigs.fasta_bin.5 149 TRUE
cobinning_long_C06M4CD_subsam_contigs.fasta_bin.5 82 FALSE
cobinning_long_C06M4HT_subsam_contigs.fasta_bin.7 36 TRUE
cobinning_long_C06M4OP_subsam_contigs.fasta_bin.12 448 TRUE
cobinning_long_C06M5CR_subsam_contigs.fasta_bin.2 433 TRUE
cobinning_long_C06M5HT_subsam_contigs.fasta_bin.2 60 TRUE
cobinning_long_C06M5HT_subsam_contigs.fasta_bin.3 21 TRUE
cobinning_long_C06M5OP_subsam_contigs.fasta_bin.4 199 TRUE
cobinning_long_C10F1CD_subsam_contigs.fasta_bin.13 131 TRUE
cobinning_long_C10F1HR_subsam_contigs.fasta_bin.19 246 TRUE
cobinning_long_C10F1OP_subsam_contigs.fasta_bin.10 59 TRUE
cobinning_long_C10F1OP_subsam_contigs.fasta_bin.11 330 FALSE
cobinning_long_C10F1OP_subsam_contigs.fasta_bin.33 576 TRUE
cobinning_long_C10F1OP_subsam_contigs.fasta_bin.5 534 TRUE
cobinning_long_C10F1OP_subsam_contigs.fasta_bin.7 110 TRUE
cobinning_long_C10F2CD_subsam_contigs.fasta_bin.3 23 TRUE
cobinning_long_C10F2CR_subsam_contigs.fasta_bin.15 161 TRUE
cobinning_long_C10F2CR_subsam_contigs.fasta_bin.25 549 TRUE
cobinning_long_C10F2HR_subsam_contigs.fasta_bin.12 360 TRUE
cobinning_long_C10F2HT_subsam_contigs.fasta_bin.10 12 TRUE
cobinning_long_C10F2OP_subsam_contigs.fasta_bin.10 92 TRUE
cobinning_long_C10F3CD_subsam_contigs.fasta_bin.24 128 TRUE
cobinning_long_C10F3CR_subsam_contigs.fasta_bin.18 57 TRUE
cobinning_long_C10F3CR_subsam_contigs.fasta_bin.22 344 TRUE
cobinning_long_C10F3CR_subsam_contigs.fasta_bin.23 236 TRUE
cobinning_long_C10F3HR_subsam_contigs.fasta_bin.12 93 TRUE
cobinning_long_C10F3HT_subsam_contigs.fasta_bin.12 28 TRUE
cobinning_long_C10F3OP_subsam_contigs.fasta_bin.7 71 TRUE
cobinning_long_C10F4CD_subsam_contigs.fasta_bin.8 481 TRUE
cobinning_long_C10F4HR_subsam_contigs.fasta_bin.25 99 TRUE
cobinning_long_C10F4OP_subsam_contigs.fasta_bin.25 87 TRUE
cobinning_long_C10F5CD_subsam_contigs.fasta_bin.10 343 TRUE
cobinning_long_C10F5CR_subsam_contigs.fasta_bin.18 171 TRUE
cobinning_long_C10F5CR_subsam_contigs.fasta_bin.24 118 TRUE
cobinning_long_C10F5HR_subsam_contigs.fasta_bin.27 621 TRUE
cobinning_long_C10F5OP_subsam_contigs.fasta_bin.4 534 TRUE
cobinning_long_C11F1CD_subsam_contigs.fasta_bin.19 478 TRUE
cobinning_long_C11F1CD_subsam_contigs.fasta_bin.22 237 TRUE
cobinning_long_C11F1CR_subsam_contigs.fasta_bin.1 621 TRUE
cobinning_long_C11F1CR_subsam_contigs.fasta_bin.18 64 TRUE
cobinning_long_C11F1OP_subsam_contigs.fasta_bin.24 680 TRUE
cobinning_long_C11F2CR_subsam_contigs.fasta_bin.6 58 TRUE
cobinning_long_C11F2HR_subsam_contigs.fasta_bin.6 130 TRUE
cobinning_long_C11F2HR_subsam_contigs.fasta_bin.7 48 TRUE
cobinning_long_C11F3HR_subsam_contigs.fasta_bin.6 312 TRUE
cobinning_long_C11F3HT_subsam_contigs.fasta_bin.2 39 TRUE
cobinning_long_C11F3OP_subsam_contigs.fasta_bin.7 426 TRUE
cobinning_long_C11F4CR_subsam_contigs.fasta_bin.5 112 TRUE
cobinning_long_C11F4OP_subsam_contigs.fasta_bin.26 79 TRUE
cobinning_long_C11F4OP_subsam_contigs.fasta_bin.6 616 TRUE
cobinning_long_C11F5CR_subsam_contigs.fasta_bin.13 395 TRUE
cobinning_long_C11F5CR_subsam_contigs.fasta_bin.27 113 TRUE
cobinning_long_C11F5HT_subsam_contigs.fasta_bin.14 443 TRUE
cobinning_long_C11F5HT_subsam_contigs.fasta_bin.3 192 TRUE
cobinning_long_C11F5HT_subsam_contigs.fasta_bin.4 223 TRUE
cobinning_long_C11F5OP_subsam_contigs.fasta_bin.11 56 TRUE
cobinning_long_C11F5OP_subsam_contigs.fasta_bin.31 219 TRUE
cobinning_long_C11F5OP_subsam_contigs.fasta_bin.6 23 TRUE
cobinning_long_C12F1OP_subsam_contigs.fasta_bin.5 94 TRUE
cobinning_long_C12F3CR_subsam_contigs.fasta_bin.15 819 TRUE
cobinning_long_C12F3CR_subsam_contigs.fasta_bin.18 223 TRUE
cobinning_long_C12F3CR_subsam_contigs.fasta_bin.33 78 TRUE
cobinning_long_C12F3HR_subsam_contigs.fasta_bin.8 182 TRUE
cobinning_long_C12F3HT_subsam_contigs.fasta_bin.15 29 TRUE
cobinning_long_C12F3HT_subsam_contigs.fasta_bin.16 629 TRUE
cobinning_long_C12F3HT_subsam_contigs.fasta_bin.28 88 TRUE
cobinning_long_C12F3HT_subsam_contigs.fasta_bin.3 837 FALSE
cobinning_long_C12F3HT_subsam_contigs.fasta_bin.5 116 TRUE
cobinning_long_C12F3OP_subsam_contigs.fasta_bin.28 135 TRUE
cobinning_long_C12F4HR_subsam_contigs.fasta_bin.18 157 TRUE
cobinning_long_C12F5CD_subsam_contigs.fasta_bin.12 679 TRUE
cobinning_long_C12F5CD_subsam_contigs.fasta_bin.18 33 TRUE
cobinning_long_C12F5CR_subsam_contigs.fasta_bin.17 152 TRUE
cobinning_long_C12F5CR_subsam_contigs.fasta_bin.6 76 TRUE
cobinning_long_C12F5HT_subsam_contigs.fasta_bin.15 593 TRUE
cobinning_long_C12F5HT_subsam_contigs.fasta_bin.6 38 TRUE
cobinning_long_C12F5HT_subsam_contigs.fasta_bin.8 40 TRUE
cobinning_long_C12F5OP_subsam_contigs.fasta_bin.20 175 TRUE
cobinning_long_C12F5OP_subsam_contigs.fasta_bin.4 79 TRUE
cobinning_treat_C03M1CD_subsam_contigs.fasta_bin.12 100 TRUE
cobinning_treat_C03M1CD_subsam_contigs.fasta_bin.16 136 TRUE
cobinning_treat_C03M1CD_subsam_contigs.fasta_bin.20 85 TRUE
cobinning_treat_C03M1CD_subsam_contigs.fasta_bin.23 797 TRUE
cobinning_treat_C03M1CD_subsam_contigs.fasta_bin.28 472 TRUE
cobinning_treat_C03M1CD_subsam_contigs.fasta_bin.6 130 TRUE
cobinning_treat_C03M1CD_subsam_contigs.fasta_bin.7 545 TRUE
cobinning_treat_C03M1CD_subsam_contigs.fasta_bin.9 7 TRUE
cobinning_treat_C03M1CR_subsam_contigs.fasta_bin.14 482 TRUE
cobinning_treat_C03M1CR_subsam_contigs.fasta_bin.16 770 TRUE
cobinning_treat_C03M1CR_subsam_contigs.fasta_bin.7 84 TRUE
cobinning_treat_C03M1HR_subsam_contigs.fasta_bin.11 41 TRUE
cobinning_treat_C03M1HR_subsam_contigs.fasta_bin.2 245 TRUE
cobinning_treat_C03M1HR_subsam_contigs.fasta_bin.8 66 TRUE
cobinning_treat_C03M1HT_subsam_contigs.fasta_bin.1 109 FALSE
cobinning_treat_C03M1HT_subsam_contigs.fasta_bin.11 6 TRUE
cobinning_treat_C03M1HT_subsam_contigs.fasta_bin.12 288 TRUE
cobinning_treat_C03M1HT_subsam_contigs.fasta_bin.15 51 TRUE
cobinning_treat_C03M1HT_subsam_contigs.fasta_bin.16 71 TRUE
cobinning_treat_C03M1HT_subsam_contigs.fasta_bin.7 182 TRUE
cobinning_treat_C03M1OP_subsam_contigs.fasta_bin.1 359 TRUE
cobinning_treat_C03M1OP_subsam_contigs.fasta_bin.2 453 TRUE
cobinning_treat_C03M1OP_subsam_contigs.fasta_bin.24 204 TRUE
cobinning_treat_C03M1OP_subsam_contigs.fasta_bin.26 79 TRUE
cobinning_treat_C03M1OP_subsam_contigs.fasta_bin.5 139 TRUE
cobinning_treat_C03M1OP_subsam_contigs.fasta_bin.6 19 TRUE
cobinning_treat_C03M1OP_subsam_contigs.fasta_bin.9 143 TRUE
cobinning_treat_C05M1CD_subsam_contigs.fasta_bin.26 113 TRUE
cobinning_treat_C05M1CD_subsam_contigs.fasta_bin.28 140 TRUE
cobinning_treat_C05M1CD_subsam_contigs.fasta_bin.4 172 TRUE
cobinning_treat_C05M1CD_subsam_contigs.fasta_bin.8 109 TRUE
cobinning_treat_C05M1CR_subsam_contigs.fasta_bin.19 114 TRUE
cobinning_treat_C05M1CR_subsam_contigs.fasta_bin.21 51 TRUE
cobinning_treat_C05M1CR_subsam_contigs.fasta_bin.24 50 TRUE
cobinning_treat_C05M1CR_subsam_contigs.fasta_bin.25 415 TRUE
cobinning_treat_C05M1CR_subsam_contigs.fasta_bin.29 436 TRUE
cobinning_treat_C05M1CR_subsam_contigs.fasta_bin.3 157 TRUE
cobinning_treat_C05M1CR_subsam_contigs.fasta_bin.5 117 TRUE
cobinning_treat_C05M1CR_subsam_contigs.fasta_bin.7 16 TRUE
cobinning_treat_C05M1HR_subsam_contigs.fasta_bin.11 179 TRUE
cobinning_treat_C05M1HR_subsam_contigs.fasta_bin.13 91 TRUE
cobinning_treat_C05M1HR_subsam_contigs.fasta_bin.15 316 TRUE
cobinning_treat_C05M1HR_subsam_contigs.fasta_bin.6 250 TRUE
cobinning_treat_C05M1HT_subsam_contigs.fasta_bin.10 52 TRUE
cobinning_treat_C05M1HT_subsam_contigs.fasta_bin.20 78 TRUE
cobinning_treat_C05M1HT_subsam_contigs.fasta_bin.27 140 TRUE
cobinning_treat_C05M1OP_subsam_contigs.fasta_bin.27 440 TRUE
cobinning_treat_C06M1CD_subsam_contigs.fasta_bin.4 258 TRUE
cobinning_treat_C06M1CR_subsam_contigs.fasta_bin.23 273 TRUE
cobinning_treat_C06M1CR_subsam_contigs.fasta_bin.27 108 TRUE
cobinning_treat_C06M1CR_subsam_contigs.fasta_bin.9 237 TRUE
cobinning_treat_C06M1HR_subsam_contigs.fasta_bin.1 103 TRUE
cobinning_treat_C06M1HR_subsam_contigs.fasta_bin.10 426 TRUE
cobinning_treat_C06M1HT_subsam_contigs.fasta_bin.26 120 TRUE
cobinning_treat_C06M1HT_subsam_contigs.fasta_bin.5 307 TRUE
cobinning_treat_C06M1HT_subsam_contigs.fasta_bin.8 415 TRUE
cobinning_treat_C06M1OP_subsam_contigs.fasta_bin.16 130 TRUE
cobinning_treat_C06M1OP_subsam_contigs.fasta_bin.2 950 TRUE
cobinning_treat_C06M1OP_subsam_contigs.fasta_bin.3 124 TRUE
cobinning_treat_C10F1CD_subsam_contigs.fasta_bin.12 179 TRUE
cobinning_treat_C10F1CR_subsam_contigs.fasta_bin.1 177 TRUE
cobinning_treat_C10F1CR_subsam_contigs.fasta_bin.13 366 TRUE
cobinning_treat_C10F1CR_subsam_contigs.fasta_bin.16 174 TRUE
cobinning_treat_C10F1CR_subsam_contigs.fasta_bin.18 453 TRUE
cobinning_treat_C10F1CR_subsam_contigs.fasta_bin.19 88 TRUE
cobinning_treat_C10F1CR_subsam_contigs.fasta_bin.26 56 TRUE
cobinning_treat_C10F1CR_subsam_contigs.fasta_bin.30 199 TRUE
cobinning_treat_C10F1HR_subsam_contigs.fasta_bin.18 217 TRUE
cobinning_treat_C10F1HR_subsam_contigs.fasta_bin.5 57 TRUE
cobinning_treat_C10F1HR_subsam_contigs.fasta_bin.6 392 TRUE
cobinning_treat_C10F1HT_subsam_contigs.fasta_bin.19 82 TRUE
cobinning_treat_C10F1OP_subsam_contigs.fasta_bin.10 406 TRUE
cobinning_treat_C10F1OP_subsam_contigs.fasta_bin.11 310 TRUE
cobinning_treat_C10F1OP_subsam_contigs.fasta_bin.17 313 FALSE
cobinning_treat_C10F1OP_subsam_contigs.fasta_bin.19 104 TRUE
cobinning_treat_C10F1OP_subsam_contigs.fasta_bin.24 239 TRUE
cobinning_treat_C10F1OP_subsam_contigs.fasta_bin.25 534 TRUE
cobinning_treat_C10F1OP_subsam_contigs.fasta_bin.28 356 TRUE
cobinning_treat_C10F1OP_subsam_contigs.fasta_bin.30 628 TRUE
cobinning_treat_C10F1OP_subsam_contigs.fasta_bin.31 874 TRUE
cobinning_treat_C10F1OP_subsam_contigs.fasta_bin.4 129 TRUE
cobinning_treat_C11F1CD_subsam_contigs.fasta_bin.13 259 TRUE
cobinning_treat_C11F1CD_subsam_contigs.fasta_bin.19 510 TRUE
cobinning_treat_C11F1CD_subsam_contigs.fasta_bin.20 137 TRUE
cobinning_treat_C11F1CR_subsam_contigs.fasta_bin.1 119 TRUE
cobinning_treat_C11F1CR_subsam_contigs.fasta_bin.21 566 TRUE
cobinning_treat_C11F1CR_subsam_contigs.fasta_bin.23 228 TRUE
cobinning_treat_C11F1CR_subsam_contigs.fasta_bin.3 541 TRUE
cobinning_treat_C11F1HT_subsam_contigs.fasta_bin.10 40 TRUE
cobinning_treat_C11F1HT_subsam_contigs.fasta_bin.13 375 TRUE
cobinning_treat_C11F1HT_subsam_contigs.fasta_bin.14 738 TRUE
cobinning_treat_C11F1HT_subsam_contigs.fasta_bin.2 44 TRUE
cobinning_treat_C11F1OP_subsam_contigs.fasta_bin.24 524 TRUE
cobinning_treat_C11F1OP_subsam_contigs.fasta_bin.25 164 TRUE
individual_C03M1CD_subsam_bin.10 83 TRUE
individual_C03M1OP_subsam_bin.20 163 TRUE
individual_C03M1OP_subsam_bin.23 419 TRUE
individual_C03M2CD_subsam_bin.13 116 TRUE
individual_C03M2CD_subsam_bin.23 161 TRUE
individual_C03M2CD_subsam_bin.3 96 TRUE
individual_C03M2CR_subsam_bin.8 68 TRUE
individual_C03M2HR_subsam_bin.25 57 TRUE
individual_C03M2HR_subsam_bin.7 120 TRUE
individual_C03M2HT_subsam_bin.4 75 FALSE
individual_C03M2OP_subsam_bin.13 740 TRUE
individual_C03M3CD_subsam_bin.13 352 TRUE
individual_C03M3CD_subsam_bin.24 485 TRUE
individual_C03M3HT_subsam_bin.8 255 TRUE
individual_C03M3OP_subsam_bin.11 5 TRUE
individual_C03M3OP_subsam_bin.9 98 TRUE
individual_C03M4CD_subsam_bin.15 192 TRUE
individual_C03M4CR_subsam_bin.15 126 TRUE
individual_C03M4CR_subsam_bin.17 30 TRUE
individual_C03M4CR_subsam_bin.20 197 TRUE
individual_C03M4CR_subsam_bin.26 506 TRUE
individual_C03M4HT_subsam_bin.14 393 TRUE
individual_C03M4OP_subsam_bin.16 222 TRUE
individual_C03M5CR_subsam_bin.18 90 TRUE
individual_C03M5HT_subsam_bin.7 28 TRUE
individual_C03M5OP_subsam_bin.14 83 TRUE
individual_C05M1CR_subsam_bin.1 53 TRUE
individual_C05M1CR_subsam_bin.20 48 TRUE
individual_C05M1CR_subsam_bin.4 109 TRUE
individual_C05M1HT_subsam_bin.5 59 TRUE
individual_C05M1OP_subsam_bin.1 31 TRUE
individual_C05M2OP_subsam_bin.12 795 TRUE
individual_C05M2OP_subsam_bin.2 206 TRUE
individual_C05M2OP_subsam_bin.20 97 TRUE
individual_C05M3CR_subsam_bin.14 306 TRUE
individual_C05M3HR_subsam_bin.28 276 TRUE
individual_C05M3HT_subsam_bin.17 95 TRUE
individual_C05M3HT_subsam_bin.24 205 TRUE
individual_C05M4CD_subsam_bin.2 58 TRUE
individual_C05M4HR_subsam_bin.19 70 TRUE
individual_C05M4OP_subsam_bin.17 160 TRUE
individual_C05M5CR_subsam_bin.17 28 TRUE
individual_C05M5CR_subsam_bin.33 48 TRUE
individual_C05M5OP_subsam_bin.4 42 TRUE
individual_C06M1CD_subsam_bin.9 120 TRUE
individual_C06M1HR_subsam_bin.2 200 TRUE
individual_C06M1OP_subsam_bin.25 718 TRUE
individual_C06M2CD_subsam_bin.17 270 TRUE
individual_C06M2CD_subsam_bin.18 9 TRUE
individual_C06M2HR_subsam_bin.21 94 TRUE
individual_C06M2HT_subsam_bin.11 62 TRUE
individual_C06M2OP_subsam_bin.17 549 TRUE
individual_C06M3CR_subsam_bin.4 71 TRUE
individual_C06M3HT_subsam_bin.10 48 TRUE
individual_C06M3OP_subsam_bin.15 49 TRUE
individual_C06M3OP_subsam_bin.18 109 TRUE
individual_C06M4HR_subsam_bin.1 105 TRUE
individual_C06M4OP_subsam_bin.7 416 TRUE
individual_C06M5CR_subsam_bin.18 454 TRUE
individual_C10F1CD_subsam_bin.10 127 TRUE
individual_C10F1CD_subsam_bin.19 133 TRUE
individual_C10F1CR_subsam_bin.9 121 TRUE
individual_C10F1HR_subsam_bin.17 201 TRUE
individual_C10F1OP_subsam_bin.10 207 TRUE
individual_C10F1OP_subsam_bin.23 1307 TRUE
individual_C10F1OP_subsam_bin.24 102 TRUE
individual_C10F2CD_subsam_bin.15 22 TRUE
individual_C10F2CD_subsam_bin.7 12 TRUE
individual_C10F2CR_subsam_bin.1 89 TRUE
individual_C10F2HR_subsam_bin.15 280 TRUE
individual_C10F2OP_subsam_bin.13 97 TRUE
individual_C10F3CR_subsam_bin.15 61 TRUE
individual_C10F3CR_subsam_bin.33 179 TRUE
individual_C10F3OP_subsam_bin.13 108 TRUE
individual_C10F3OP_subsam_bin.4 64 TRUE
individual_C10F4HR_subsam_bin.25 236 FALSE
individual_C10F4HT_subsam_bin.5 95 TRUE
individual_C10F4OP_subsam_bin.16 80 TRUE
individual_C10F5CR_subsam_bin.19 99 TRUE
individual_C10F5CR_subsam_bin.7 142 TRUE
individual_C10F5HR_subsam_bin.21 232 TRUE
individual_C10F5OP_subsam_bin.20 422 TRUE
individual_C10F5OP_subsam_bin.29 137 TRUE
individual_C11F1CD_subsam_bin.3 60 TRUE
individual_C11F1CD_subsam_bin.9 381 TRUE
individual_C11F1CR_subsam_bin.23 512 TRUE
individual_C11F1CR_subsam_bin.6 49 TRUE
individual_C11F1OP_subsam_bin.18 161 TRUE
individual_C11F2CD_subsam_bin.15 35 TRUE
individual_C11F2CR_subsam_bin.19 135 TRUE
individual_C11F2HR_subsam_bin.12 49 TRUE
individual_C11F2HR_subsam_bin.16 399 TRUE
individual_C11F3HR_subsam_bin.4 255 TRUE
individual_C11F3HT_subsam_bin.20 67 TRUE
individual_C11F3HT_subsam_bin.3 63 TRUE
individual_C11F4CR_subsam_bin.13 47 TRUE
individual_C11F4CR_subsam_bin.2 82 TRUE
individual_C11F4HT_subsam_bin.17 1374 TRUE
individual_C11F4OP_subsam_bin.24 110 TRUE
individual_C11F5CR_subsam_bin.2 112 TRUE
individual_C11F5CR_subsam_bin.3 436 TRUE
individual_C11F5CR_subsam_bin.5 160 TRUE
individual_C11F5OP_subsam_bin.10 203 TRUE
individual_C11F5OP_subsam_bin.16 115 FALSE
individual_C11F5OP_subsam_bin.26 22 TRUE
individual_C12F1CD_subsam_bin.9 276 TRUE
individual_C12F1OP_subsam_bin.11 85 TRUE
individual_C12F2HR_subsam_bin.26 33 TRUE
individual_C12F2HT_subsam_bin.23 258 TRUE
individual_C12F3CR_subsam_bin.14 961 FALSE
individual_C12F3CR_subsam_bin.7 66 TRUE
individual_C12F3HR_subsam_bin.12 94 TRUE
individual_C12F3HT_subsam_bin.10 27 TRUE
individual_C12F3HT_subsam_bin.24 150 TRUE
individual_C12F4CD_subsam_bin.21 484 TRUE
individual_C12F4HR_subsam_bin.10 144 TRUE
individual_C12F5CR_subsam_bin.16 230 TRUE
individual_C12F5HT_subsam_bin.2 37 TRUE
individual_C12F5HT_subsam_bin.5 45 TRUE
individual_C12F5OP_subsam_bin.18 145 TRUE
individual_C12F5OP_subsam_bin.4 496 TRUE
vamb_cage_treat_C03_CD_vae_1007 129 TRUE
vamb_cage_treat_C03_CD_vae_1055 327 TRUE
vamb_cage_treat_C03_CD_vae_1115 187 TRUE
vamb_cage_treat_C03_CD_vae_1287 120 TRUE
vamb_cage_treat_C03_CD_vae_17951 186 TRUE
vamb_cage_treat_C03_CD_vae_2348 116 TRUE
vamb_cage_treat_C03_CD_vae_2453 243 TRUE
vamb_cage_treat_C03_CD_vae_367 69 TRUE
vamb_cage_treat_C03_CD_vae_846 114 TRUE
vamb_cage_treat_C03_CR_vae_12918 463 TRUE
vamb_cage_treat_C03_CR_vae_1441 85 TRUE
vamb_cage_treat_C03_CR_vae_157 27 TRUE
vamb_cage_treat_C03_CR_vae_5877 118 TRUE
vamb_cage_treat_C03_HR_vae_13543 80 TRUE
vamb_cage_treat_C03_HT_vae_20 31 TRUE
vamb_cage_treat_C03_HT_vae_2521 339 TRUE
vamb_cage_treat_C03_HT_vae_4163 68 TRUE
vamb_cage_treat_C03_HT_vae_6478 143 TRUE
vamb_cage_treat_C03_HT_vae_9172 328 TRUE
vamb_cage_treat_C03_OP_vae_118 5 TRUE
vamb_cage_treat_C03_OP_vae_1426 163 TRUE
vamb_cage_treat_C03_OP_vae_17543 351 TRUE
vamb_cage_treat_C03_OP_vae_4880 226 TRUE
vamb_cage_treat_C03_OP_vae_4907 88 TRUE
vamb_cage_treat_C03_OP_vae_5589 104 TRUE
vamb_cage_treat_C03_OP_vae_9691 157 TRUE
vamb_cage_treat_C05_CD_vae_13985 323 TRUE
vamb_cage_treat_C05_CD_vae_18831 111 TRUE
vamb_cage_treat_C05_CD_vae_4911 127 TRUE
vamb_cage_treat_C05_CD_vae_717 69 TRUE
vamb_cage_treat_C05_CD_vae_758 34 TRUE
vamb_cage_treat_C05_CR_vae_1948 46 TRUE
vamb_cage_treat_C05_CR_vae_1971 44 TRUE
vamb_cage_treat_C05_CR_vae_3705 32 TRUE
vamb_cage_treat_C05_CR_vae_876 49 TRUE
vamb_cage_treat_C05_HR_vae_1207 236 TRUE
vamb_cage_treat_C05_HR_vae_4659 68 TRUE
vamb_cage_treat_C05_HR_vae_5309 195 TRUE
vamb_cage_treat_C05_HR_vae_692 96 TRUE
vamb_cage_treat_C05_HR_vae_7645 122 TRUE
vamb_cage_treat_C05_HT_vae_13587 54 TRUE
vamb_cage_treat_C05_HT_vae_5858 90 TRUE
vamb_cage_treat_C05_HT_vae_627 41 TRUE
vamb_cage_treat_C05_OP_vae_10804 144 TRUE
vamb_cage_treat_C05_OP_vae_1156 39 TRUE
vamb_cage_treat_C05_OP_vae_724 176 TRUE
vamb_cage_treat_C06_CD_vae_11973 87 TRUE
vamb_cage_treat_C06_CD_vae_15493 73 TRUE
vamb_cage_treat_C06_CD_vae_16455 114 TRUE
vamb_cage_treat_C06_CD_vae_233 9 TRUE
vamb_cage_treat_C06_CR_vae_18631 53 TRUE
vamb_cage_treat_C06_CR_vae_2190 68 TRUE
vamb_cage_treat_C06_HR_vae_13822 216 TRUE
vamb_cage_treat_C06_HR_vae_16915 32 TRUE
vamb_cage_treat_C06_HT_vae_3256 57 TRUE
vamb_cage_treat_C06_HT_vae_457 21 TRUE
vamb_cage_treat_C06_HT_vae_504 46 TRUE
vamb_cage_treat_C06_OP_vae_1469 338 TRUE
vamb_cage_treat_C06_OP_vae_2464 59 TRUE
vamb_cage_treat_C06_OP_vae_2747 143 TRUE
vamb_cage_treat_C06_OP_vae_552 51 TRUE
vamb_cage_treat_C10_CD_vae_1319 23 TRUE
vamb_cage_treat_C10_CD_vae_1490 77 TRUE
vamb_cage_treat_C10_CD_vae_538 57 TRUE
vamb_cage_treat_C10_CD_vae_960 13 TRUE
vamb_cage_treat_C10_CR_vae_1076 122 TRUE
vamb_cage_treat_C10_CR_vae_4897 53 TRUE
vamb_cage_treat_C10_CR_vae_5003 169 TRUE
vamb_cage_treat_C10_CR_vae_5309 267 TRUE
vamb_cage_treat_C10_HR_vae_1121 310 TRUE
vamb_cage_treat_C10_HR_vae_12804 291 FALSE
vamb_cage_treat_C10_HR_vae_1587 84 TRUE
vamb_cage_treat_C10_HR_vae_4383 78 TRUE
vamb_cage_treat_C10_HR_vae_5479 116 TRUE
vamb_cage_treat_C10_HR_vae_859 175 TRUE
vamb_cage_treat_C10_OP_vae_12880 135 TRUE
vamb_cage_treat_C10_OP_vae_1368 89 TRUE
vamb_cage_treat_C10_OP_vae_2401 229 TRUE
vamb_cage_treat_C10_OP_vae_256 92 TRUE
vamb_cage_treat_C10_OP_vae_295 104 TRUE
vamb_cage_treat_C10_OP_vae_4406 431 TRUE
vamb_cage_treat_C11_CR_vae_1015 86 TRUE
vamb_cage_treat_C11_CR_vae_13630 344 TRUE
vamb_cage_treat_C11_CR_vae_15801 130 TRUE
vamb_cage_treat_C11_CR_vae_16418 77 TRUE
vamb_cage_treat_C11_CR_vae_16882 76 TRUE
vamb_cage_treat_C11_CR_vae_414 48 TRUE
vamb_cage_treat_C11_HR_vae_1325 35 TRUE
vamb_cage_treat_C11_HR_vae_1338 246 TRUE
vamb_cage_treat_C11_HR_vae_5726 84 TRUE
vamb_cage_treat_C11_HT_vae_1580 105 TRUE
vamb_cage_treat_C11_HT_vae_4716 14 TRUE
vamb_cage_treat_C11_OP_vae_1624 72 TRUE
vamb_cage_treat_C11_OP_vae_2262 219 TRUE
vamb_cage_treat_C11_OP_vae_2483 115 TRUE
vamb_cage_treat_C11_OP_vae_7296 196 TRUE
vamb_cage_treat_C12_CD_vae_10183 520 TRUE
vamb_cage_treat_C12_CD_vae_12881 154 TRUE
vamb_cage_treat_C12_CD_vae_1556 312 TRUE
vamb_cage_treat_C12_CD_vae_233 126 TRUE
vamb_cage_treat_C12_CR_vae_1194 179 TRUE
vamb_cage_treat_C12_CR_vae_229 57 TRUE
vamb_cage_treat_C12_HR_vae_1725 198 TRUE
vamb_cage_treat_C12_HR_vae_7538 83 TRUE
vamb_cage_treat_C12_HT_vae_221 106 TRUE
vamb_cage_treat_C12_HT_vae_3259 24 TRUE
vamb_cage_treat_C12_OP_vae_315 97 TRUE
vamb_cage_treat_C12_OP_vae_5425 150 TRUE
vamb_cage_treat_C12_OP_vae_5780 360 TRUE
vamb_cage_treat_C12_OP_vae_610 36 TRUE
vamb_long_C03M1_vae_1056 105 TRUE
vamb_long_C03M1_vae_16416 154 TRUE
vamb_long_C03M1_vae_641 169 TRUE
vamb_long_C03M1_vae_7918 55 TRUE
vamb_long_C03M2_vae_13899 193 TRUE
vamb_long_C03M2_vae_1437 94 TRUE
vamb_long_C03M2_vae_159 142 TRUE
